name,rg_label,agent_type,genome_type,is_dna,is_enveloped,is_segmented,is_vector_borne,is_zoonotic,host_breadth,infects_humans,taxonomic_family,ncbi_tax_id,source_count,feature_sources,n_real_features
Orthohantavirus andesense,3,Virus,ssRNA-,0.0,1.0,,,,2.0,0.0,Hantaviridae,1980456.0,2,ictv|virushostdb,6
Orthohantavirus asamaense,3,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,1980457.0,1,ictv,4
Orthohantavirus bayoui,3,Virus,ssRNA-,0.0,1.0,,,,2.0,1.0,Hantaviridae,3052470.0,2,ictv|virushostdb,6
Orthohantavirus caobangense,3,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Hantaviridae,3052473.0,2,ictv|virushostdb,6
Orthohantavirus chocloense,3,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,3052474.0,1,ictv,4
Orthohantavirus delgaditoense,3,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Hantaviridae,3052476.0,2,ictv|virushostdb,6
Orthohantavirus dobravaense,3,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,3116880.0,1,ictv,4
Orthohantavirus hantanense,3,Virus,ssRNA-,0.0,1.0,,,,3.0,1.0,Hantaviridae,3052480.0,2,ictv|virushostdb,6
Orthohantavirus khabarovskense,3,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Hantaviridae,3052483.0,2,ictv|virushostdb,6
Orthohantavirus mamorense (Laguna negra virus),3,Virus,ssRNA-,0.0,1.0,1.0,0.0,1.0,5.0,,Hantaviridae,,2,ictv|olival,8
Orthohantavirus maporalense,3,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,3052485.0,1,ictv,4
Orthohantavirus nigrorivense,3,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,3052490.0,1,ictv,4
Orthohantavirus oxbowense,3,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,3052491.0,1,ictv,4
Orthohantavirus prospectense,2,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Hantaviridae,3052492.0,2,ictv|virushostdb,6
Orthohantavirus puumalaense,3,Virus,ssRNA-,0.0,1.0,,,,2.0,0.0,Hantaviridae,3052493.0,2,ictv|virushostdb,6
Orthohantavirus sangassouense,3,Virus,ssRNA-,0.0,1.0,,,,2.0,0.0,Hantaviridae,3052496.0,2,ictv|virushostdb,6
Orthohantavirus seoulense,3,Virus,ssRNA-,0.0,1.0,,,,3.0,1.0,Hantaviridae,3052498.0,2,ictv|virushostdb,6
Orthohantavirus sinnombreense,3,Virus,ssRNA-,0.0,1.0,,,,2.0,1.0,Hantaviridae,3052499.0,2,ictv|virushostdb,6
Orthohantavirus thailandense,3,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,3052501.0,1,ictv,4
Orthohantavirus tulaense,3,Virus,ssRNA-,0.0,1.0,,,,4.0,1.0,Hantaviridae,3052503.0,2,ictv|virushostdb,6
Orthohepadnavirus hominoidei,2,Virus,other,0.0,1.0,,,,,,Hepadnaviridae,3431302.0,1,ictv,4
Orthohepadnavirus marmotae,1,Virus,other,0.0,1.0,,,,,,Hepadnaviridae,3431307.0,1,ictv,4
Orthohepadnavirus sciuri,1,Virus,other,0.0,1.0,,,,,,Hepadnaviridae,3431463.0,1,ictv,4
Orthomarburgvirus marburgense,4,Virus,ssRNA-,0.0,1.0,,,,1.0,1.0,Filoviridae,3052505.0,2,ictv|virushostdb,6
Orthonairovirus bushkeyense,2,Virus,ssRNA-,0.0,1.0,,,,,,Nairoviridae,3052510.0,1,ictv,4
Orthonairovirus chimense,3,Virus,ssRNA-,0.0,1.0,,,,3.0,0.0,Nairoviridae,3052511.0,2,ictv|virushostdb,6
Orthonairovirus dugbeense,3,Virus,ssRNA-,0.0,1.0,,,,8.0,1.0,Nairoviridae,3052514.0,2,ictv|virushostdb,6
Orthonairovirus esteroense,3,Virus,ssRNA-,0.0,1.0,,,,,,Nairoviridae,3052516.0,1,ictv,4
Orthonairovirus gossasense,2,Virus,ssRNA-,0.0,1.0,,,,,,Nairoviridae,3052517.0,1,ictv,4
Orthonairovirus haemorrhagiae,4,Virus,ssRNA-,0.0,1.0,,,,,,Nairoviridae,3391156.0,1,ictv,4
Orthonairovirus keterehense,2,Virus,ssRNA-,0.0,1.0,,,,,,Nairoviridae,3052524.0,1,ictv,4
Orthonairovirus khani,2,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Nairoviridae,3052525.0,2,ictv|virushostdb,6
Orthonairovirus qalyubense,2,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Nairoviridae,3052532.0,2,ictv|virushostdb,6
Orthonairovirus thiaforaense,2,Virus,ssRNA-,0.0,1.0,,,,3.0,0.0,Nairoviridae,3052537.0,2,ictv|virushostdb,6
Orthonairovirus tomdiense,3,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Nairoviridae,3052538.0,2,ictv|virushostdb,6
Orthonairovirus yezoense,2,Virus,ssRNA-,0.0,1.0,,,,,,Nairoviridae,3060506.0,1,ictv,4
Orthonairovirus yogueense,2,Virus,ssRNA-,0.0,1.0,,,,,,Nairoviridae,3052541.0,1,ictv,4
Orthopneumovirus bovis,1,Virus,ssRNA-,0.0,,,,,1.0,0.0,Pneumoviridae,3136119.0,2,ictv|virushostdb,5
Orthopneumovirus hominis,2,Virus,ssRNA-,0.0,,,,,,,Pneumoviridae,3049954.0,1,ictv,3
Orthopneumovirus hominis LIDdeltaM2-2,1,Virus,ssRNA-,0.0,,,,,,,Pneumoviridae,,1,ictv,3
Orthopneumovirus hominis LIDdeltaM2-2/276,1,Virus,ssRNA-,0.0,,,,,,,Pneumoviridae,,1,ictv,3
Orthopneumovirus hominis deltaNS2-L19F-4M,1,Virus,ssRNA-,0.0,,,,,,,Pneumoviridae,,1,ictv,3
Orthopneumovirus hominis deltaNS2/delta1313/I1314L,1,Virus,ssRNA-,0.0,,,,,,,Pneumoviridae,,1,ictv,3
Orthopneumovirus muris,1,Virus,ssRNA-,0.0,,,,,,,Pneumoviridae,3050329.0,1,ictv,3
Orthopoxvirus camelpox,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,2.0,,Poxviridae,3431480.0,2,ictv|olival,8
Orthopoxvirus cowpox,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,16.0,,Poxviridae,3431481.0,2,ictv|olival,8
Orthopoxvirus ectromelia,2,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,3.0,,Poxviridae,3431482.0,2,ictv|olival,8
Orthopoxvirus monkeypox,3,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,9.0,,Poxviridae,3431483.0,2,ictv|olival,8
Orthopoxvirus raccoonpox,2,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3431484.0,1,ictv,4
Orthopoxvirus skunkpox,2,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3431485.0,1,ictv,4
Orthopoxvirus taterapox,2,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,1.0,,Poxviridae,3431486.0,2,ictv|olival,8
Orthopoxvirus vaccinia,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,10.0,,Poxviridae,1651169.0,2,ictv|olival,8
Orthopoxvirus vaccinia NYVAC,1,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,10.0,,Poxviridae,,2,ictv|olival,8
Orthopoxvirus vaccinia Recombinant modified vaccinia virus Ankara (MVA) encoding rabies glycoprotein and chronic wasting disease agent epitope,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,140.0,,Poxviridae,,2,ictv|olival,8
Orthopoxvirus vaccinia strain VET3-TGI,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,10.0,,Poxviridae,,2,ictv|olival,8
Orthopoxvirus volepox,2,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,2.0,,Poxviridae,3431488.0,2,ictv|olival,8
Orthoreovirus avis,1,Virus,dsRNA,0.0,1.0,1.0,0.0,0.0,1.0,,Spinareoviridae,3470286.0,2,ictv|olival,8
Orthoreovirus mammalis type 1 Lang,2,Virus,dsRNA,0.0,,,,,,,Spinareoviridae,,1,ictv,3
Orthoreovirus mammalis type 2 Jones,2,Virus,dsRNA,0.0,,,,,,,Spinareoviridae,,1,ictv,3
Orthoreovirus mammalis type 3 Dearing,2,Virus,dsRNA,0.0,,,,,,,Spinareoviridae,,1,ictv,3
Orthoreovirus mammalis type 4 Ndelle,2,Virus,dsRNA,0.0,,,,,,,Spinareoviridae,,1,ictv,3
Orthoreovirus nelsonense,2,Virus,dsRNA,0.0,,,,,,,Spinareoviridae,3431496.0,1,ictv,3
Orthorubulavirus hominis,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3052556.0,1,ictv,4
Orthorubulavirus laryngotracheitidis,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3052557.0,1,ictv,4
Orthorubulavirus mapueraense,3,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Paramyxoviridae,3052559.0,2,ictv|virushostdb,6
Orthorubulavirus parotitidis,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3052560.0,1,ictv,4
Oryzopoxvirus cotia,2,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3431515.0,1,ictv,4
Ostreavirus ostreidmalaco1,1,Virus,dsDNA,1.0,1.0,,,,,,Malacoherpesviridae,3050331.0,1,ictv,4
Ourem virus,3,Virus,,,1.0,1.0,0.0,0.0,1.0,,,,1,olival,5
Pacuvirus chilibreense,2,Virus,ssRNA-,0.0,1.0,,,,,,Peribunyaviridae,3052588.0,1,ictv,4
Paraavulavirus hongkongense,1,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3052593.0,1,ictv,4
Paraavulavirus wisconsinense,1,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Paramyxoviridae,3052594.0,2,ictv|virushostdb,6
Parahenipavirus langyaense,3,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3431360.0,1,ictv,4
Parahenipavirus mojiangense,4,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3052224.0,1,ictv,4
Parapoxvirus bovinestomatitis,2,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3431388.0,1,ictv,4
Parapoxvirus orf,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,5.0,,Poxviridae,3431389.0,2,ictv|olival,8
Parapoxvirus pseudocowpox,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,2.0,,Poxviridae,3431390.0,2,ictv|olival,8
Parechovirus ahumpari,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,0.0,1.0,,Picornaviridae,3431395.0,2,ictv|olival,8
Parechovirus cebokele,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,0.0,1.0,,Picornaviridae,3431397.0,2,ictv|olival,8
Paroo River virus,3,Virus,,,1.0,0.0,0.0,1.0,6.0,,,3459242.0,1,olival,5
Paslahepevirus balayani,2,Virus,ssRNA+,0.0,,,,,,,Hepeviridae,3070749.0,1,ictv,3
Pestivirus ovis,1,Virus,ssRNA+,0.0,,,,,,,Pestiviridae,3052622.0,1,ictv,3
Pestivirus suis,1,Virus,ssRNA+,0.0,,,,,,,Hepaciviridae,3052625.0,1,ictv,3
Phlebovirus bujaruense,2,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3052637.0,1,ictv,4
Phlebovirus florisense,2,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3052649.0,1,ictv,4
Phlebovirus gabekense,3,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3052650.0,1,ictv,4
Phlebovirus limboense,2,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3431643.0,1,ictv,4
Phlebovirus napoliense,2,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3052666.0,1,ictv,4
Phlebovirus riftense,3,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3052676.0,1,ictv,4
Phlebovirus riftense strain MP-12,2,Virus,other,0.0,1.0,,,,,,Phenuiviridae,,1,ictv,4
Phlebovirus riograndense,2,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3052677.0,1,ictv,4
Phlebovirus salangaense,3,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3052678.0,1,ictv,4
Ponteves virus,3,Virus,,,1.0,0.0,,0.0,1.0,,,,1,olival,4
Porcine enteric calicivirus,2,Virus,,,1.0,0.0,0.0,0.0,1.0,,,523795.0,1,olival,5
Protoparvovirus carnivoran1,1,Virus,ssDNA,1.0,0.0,0.0,0.0,0.0,1.0,,Parvoviridae,3052707.0,2,ictv|olival,8
Protoparvovirus rodent1,1,Virus,ssDNA,1.0,0.0,0.0,0.0,0.0,1.0,,Parvoviridae,3344803.0,2,ictv|olival,8
Protoparvovirus ungulate1,1,Virus,ssDNA,1.0,0.0,0.0,0.0,0.0,1.0,,Parvoviridae,3052720.0,2,ictv|olival,8
Quang Binh virus,1,Virus,,,1.0,1.0,0.0,1.0,1.0,0.0,,673515.0,2,olival|virushostdb,6
Quaranjavirus araguariense,3,Virus,ssRNA-,0.0,1.0,,,,,,Orthomyxoviridae,2956348.0,1,ictv,4
Quaranjavirus johnstonense,2,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Orthomyxoviridae,688437.0,2,ictv|virushostdb,6
Quwivirus caviidbeta2,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050254.0,1,ictv,3
Ranavirus perca1,1,Virus,dsDNA,1.0,1.0,1.0,0.0,1.0,6.0,,Iridoviridae,3432137.0,2,ictv|olival,8
Ranavirus rana1,1,Virus,dsDNA,1.0,1.0,1.0,0.0,1.0,6.0,,Iridoviridae,3391521.0,2,ictv|olival,8
Rat leukemia virus,2,Virus,,,1.0,0.0,0.0,0.0,3.0,,,31695.0,1,olival,5
Respirovirus bovis,1,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Paramyxoviridae,3052729.0,2,ictv|virushostdb,6
Respirovirus laryngotracheitidis,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3049952.0,1,ictv,4
Respirovirus muris,2,Virus,ssRNA-,0.0,1.0,,,,4.0,0.0,Paramyxoviridae,3052731.0,2,ictv|virushostdb,6
Respirovirus pneumoniae,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,3049953.0,1,ictv,4
Rhadinovirus atelinegamma2,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050139.0,1,ictv,3
Rhadinovirus atelinegamma3,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050140.0,1,ictv,3
Rhadinovirus humangamma8,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050300.0,1,ictv,3
Rhadinovirus muridgamma4,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050327.0,1,ictv,3
Rhadinovirus saimiriinegamma2,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050350.0,1,ictv,3
Rio Segundo virus - unclassified orthohantavirus,3,Virus,,,1.0,1.0,0.0,0.0,2.0,,,,1,olival,5
Roseolovirus humanbeta6a,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050296.0,1,ictv,3
Roseolovirus humanbeta6b,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050297.0,1,ictv,3
Roseolovirus humanbeta7,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050298.0,1,ictv,3
Roseolovirus suidbeta2,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050356.0,1,ictv,3
Rotavirus alphagastroenteritidis,2,Virus,dsRNA,0.0,1.0,1.0,0.0,1.0,6.0,,Sedoreoviridae,3432193.0,2,ictv|olival,8
Rous-associated virus,2,Virus,,,1.0,0.0,,1.0,3.0,,,11865.0,1,olival,4
Rubivirus rubellae,2,Virus,ssRNA+,0.0,,,,,,,Matonaviridae,3019660.0,1,ictv,3
Salmovirus salmonidallo2,1,Virus,dsDNA,1.0,1.0,,,,,,Alloherpesviridae,3050352.0,1,ictv,4
Sapovirus sapporoense,2,Virus,ssRNA+,0.0,0.0,,,,,,Caliciviridae,3432266.0,1,ictv,4
Sawgrhavirus minto,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,2734399.0,1,ictv,4
Schmallenberg virus,1,Virus,,,1.0,0.0,0.0,0.0,1.0,,,1318464.0,1,olival,5
Seadornavirus bannaense,2,Virus,dsRNA,0.0,,,,,,,Sedoreoviridae,3240447.0,1,ictv,3
Senecavirus valles,1,Virus,ssRNA+,0.0,0.0,,,,,,Picornaviridae,3241303.0,1,ictv,4
Serang virus,3,Virus,,,1.0,0.0,0.0,1.0,6.0,,,528322.0,1,olival,5
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3,Virus,,,1.0,0.0,0.0,1.0,13.0,,,,1,olival,5
Severe acute respiratory syndrome coronavirus 2 virus replicon particles trans-complemented with spike protein (?S-VRP(S)),3,Virus,,,1.0,0.0,0.0,1.0,13.0,,,,1,olival,5
Severe acute respiratory syndrome-related coronavirus (SARS-CoV),3,Virus,,,1.0,0.0,0.0,1.0,13.0,,,,1,olival,5
Siadenovirus gallopavotertii,1,Virus,dsDNA,1.0,0.0,,,,,,Adenoviridae,3241306.0,1,ictv,4
Simian-Human immunodeficiency virus,3,Virus,,,1.0,0.0,0.0,0.0,15.0,,,2912739.0,1,olival,5
Simiispumavirus pantroschfo,2,Virus,other,0.0,1.0,,,,,,Retroviridae,,1,ictv,4
Simplexvirus atelinealpha1,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050138.0,1,ictv,3
Simplexvirus bovinealpha2,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050244.0,1,ictv,3
Simplexvirus humanalpha1,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050292.0,1,ictv,3
Simplexvirus humanalpha2,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050293.0,1,ictv,3
Simplexvirus macacinealpha1,4,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050305.0,1,ictv,3
Simplexvirus saimiriinealpha1,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050348.0,1,ictv,3
Snakehead retrovirus,1,Virus,,,1.0,1.0,0.0,0.0,1.0,0.0,,40270.0,2,olival|virushostdb,6
Sparrowpox virus,1,Virus,,,1.0,0.0,0.0,1.0,16.0,,,2169713.0,1,olival,5
Sprivivirus cyprinus,1,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Rhabdoviridae,696863.0,2,ictv|virushostdb,6
Sripuvirus almpiwar,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1985693.0,1,ictv,4
Sripuvirus chaco,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1985694.0,1,ictv,4
Sripuvirus madureira,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1985696.0,1,ictv,4
Starlingpox virus,1,Virus,,,1.0,0.0,0.0,1.0,2.0,,,2169714.0,1,olival,5
Suipoxvirus swinepox,1,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,1.0,,Poxviridae,3432644.0,2,ictv|olival,8
Sunday Canyon virus,2,Virus,,,1.0,1.0,0.0,0.0,2.0,,,2748255.0,1,olival,5
Sunrhavirus kolongo,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,2956481.0,1,ictv,4
Sunrhavirus sandjimba,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,2956484.0,1,ictv,4
Swine vesicular disease virus,2,Virus,,,1.0,0.0,0.0,0.0,8.0,,,12077.0,1,olival,5
Teschovirus asilesi,1,Virus,ssRNA+,0.0,0.0,,,,,,Picornaviridae,3432768.0,1,ictv,4
Thogotovirus dhoriense,3,Virus,ssRNA-,0.0,1.0,1.0,0.0,1.0,7.0,,Orthomyxoviridae,53017.0,2,ictv|olival,8
Thogotovirus ozense,3,Virus,ssRNA-,0.0,1.0,1.0,0.0,1.0,7.0,,Orthomyxoviridae,2956525.0,2,ictv|olival,8
Thogotovirus upoluense,2,Virus,ssRNA-,0.0,1.0,1.0,0.0,1.0,7.0,,Orthomyxoviridae,2956528.0,2,ictv|olival,8
Thottimvirus imjinense,3,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,3052788.0,1,ictv,4
Thottimvirus thottapalayamense,2,Virus,ssRNA-,0.0,1.0,,,,,,Hantaviridae,3052789.0,1,ictv,4
Tibrovirus coastal,3,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972586.0,1,ictv,4
Tibrovirus congo,4,Virus,ssRNA-,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Rhabdoviridae,1987017.0,3,ictv|olival|virushostdb,9
Tibrovirus tibrogargan,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972584.0,1,ictv,4
Tilapinevirus tilapiae,1,Virus,ssRNA-,0.0,,,,,,,Amnoonviridae,2034996.0,1,ictv,3
Tilligerry virus,3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,1170505.0,1,olival,5
Tindholmur virus,2,Virus,,,1.0,1.0,0.0,1.0,4.0,,,3459245.0,1,olival,5
Tobamovirus fructirugosum,1,Virus,ssRNA+,0.0,0.0,,,,,,Virgaviridae,3432872.0,1,ictv,4
Tribec virus,2,Virus,,,1.0,1.0,0.0,1.0,10.0,,,881914.0,1,olival,5
Tupavirus klamath,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,1972588.0,1,ictv,4
Uukuvirus tyulenyense,2,Virus,other,0.0,1.0,,,,,,Phenuiviridae,3052809.0,1,ictv,4
Varicellovirus bovinealpha1,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050243.0,1,ictv,3
Varicellovirus equidalpha1,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050276.0,1,ictv,3
Varicellovirus equidalpha3,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050277.0,1,ictv,3
Varicellovirus equidalpha4,1,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050278.0,1,ictv,3
Varicellovirus humanalpha3,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050294.0,1,ictv,3
Varicellovirus suidalpha1,2,Virus,dsDNA,1.0,,,,,,,Orthoherpesviridae,3050355.0,1,ictv,3
Vesicular stomatitis virus,3,Virus,,,1.0,0.0,0.0,1.0,3.0,,,11276.0,1,olival,5
Vesiculovirus alagoas,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,3.0,,Rhabdoviridae,1972579.0,2,ictv|olival,8
Vesiculovirus bogdanovac,3,Virus,ssRNA-,0.0,1.0,,,,2.0,0.0,Rhabdoviridae,1972567.0,2,ictv|virushostdb,6
Vesiculovirus chandipura,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,2.0,,Rhabdoviridae,1972576.0,2,ictv|olival,8
Vesiculovirus cocal,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,1.0,,Rhabdoviridae,1972572.0,2,ictv|olival,8
Vesiculovirus indiana,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,58.0,,Rhabdoviridae,1972577.0,2,ictv|olival,8
Vesiculovirus indiana VSV-?M51-GFP,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus indiana VSV-GP,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,58.0,,Rhabdoviridae,,2,ictv|olival,8
Vesiculovirus indiana VSV?G SARS 2 SPIKE,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus indiana VSV?G-LASV-GPC,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus indiana VSV?G-SARS-CoV-2.Delta,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus indiana VSV?G-SARS-CoV-2.V590,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus indiana rVSV?G SARS-CoV-2 pseudovirus,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus indiana rVSV?G-ZEBOV-GP (V920),2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus indiana rVSV?G/EBOV-GP-NLucP,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus indiana rVSVind-GML,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus isfahan,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,3.0,,Rhabdoviridae,1972573.0,2,ictv|olival,8
Vesiculovirus jurona,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Rhabdoviridae,1972568.0,3,ictv|olival|virushostdb,9
Vesiculovirus maraba,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,1.0,,Rhabdoviridae,1972574.0,2,ictv|olival,8
Vesiculovirus maraba 0MG1 strain,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,1.0,,Rhabdoviridae,,2,ictv|olival,8
Vesiculovirus newjersey,2,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,16.0,,Rhabdoviridae,1972578.0,2,ictv|olival,8
Vesiculovirus newjersey rVSVnj-GMM,2,Virus,ssRNA-,0.0,1.0,,,,,,Rhabdoviridae,,1,ictv,4
Vesiculovirus perinet,3,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Rhabdoviridae,1972569.0,2,ictv|virushostdb,6
Vesiculovirus piry,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,1.0,,Rhabdoviridae,1972575.0,2,ictv|olival,8
Vesiculovirus radi,3,Virus,ssRNA-,0.0,1.0,,,,1.0,0.0,Rhabdoviridae,1972566.0,2,ictv|virushostdb,6
Vesivirus exanthema,1,Virus,ssRNA+,0.0,0.0,,,,,,Caliciviridae,3433198.0,1,ictv,4
Vesivirus felis,1,Virus,ssRNA+,0.0,0.0,,,,,,Caliciviridae,3433199.0,1,ictv,4
Vespertilionpoxvirus eptesipox,2,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3433200.0,1,ictv,4
Wanowrie virus,2,Virus,,,1.0,1.0,0.0,0.0,1.0,,,2748252.0,1,olival,5
Wesselsbrons virus,3,Virus,,,1.0,0.0,0.0,1.0,11.0,,,,1,olival,5
White spot syndrome virus,1,Virus,,,1.0,0.0,0.0,1.0,25.0,,,2778543.0,1,olival,5
Xenotropic Murine Leukemia Virus-related virus,2,Virus,,,1.0,0.0,0.0,0.0,3.0,,,1133973.0,1,olival,5
Yacaaba virus,3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,1819307.0,1,olival,5
Yatapoxvirus tanapox,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,2.0,,Poxviridae,3433538.0,2,ictv|olival,8
Yatapoxvirus yabapox,2,Virus,dsDNA,1.0,1.0,,,,,,Poxviridae,3433539.0,1,ictv,4
Zegla orthobunyavirus,2,Virus,,,1.0,1.0,0.0,0.0,1.0,,,2170060.0,1,olival,5
(Ortho) reoviruses,2,Virus,dsRNA,0.0,1.0,1.0,0.0,0.0,1.0,,Spinareoviridae,,2,ictv|olival,8
