name,taxonomic_family,genome_type,known_rg,spillover_probability,rg3_rg4_probability,discordance_score,discordance_quadrant
Orthopneumovirus bovis,Pneumoviridae,ssRNA-,1,0.0016013996,0.14717305,-0.14557165,Low spillover / Low severity
Orthopneumovirus hominis,Pneumoviridae,ssRNA-,2,0.0016013996,0.44233716,-0.44073576,Low spillover / Low severity
Orthopneumovirus hominis LIDdeltaM2-2,Pneumoviridae,ssRNA-,1,0.0016013996,0.44233716,-0.44073576,Low spillover / Low severity
Orthopneumovirus hominis LIDdeltaM2-2/276,Pneumoviridae,ssRNA-,1,0.0016013996,0.44233716,-0.44073576,Low spillover / Low severity
Orthopneumovirus hominis deltaNS2-L19F-4M,Pneumoviridae,ssRNA-,1,0.0016013996,0.44233716,-0.44073576,Low spillover / Low severity
Orthopneumovirus hominis deltaNS2/delta1313/I1314L,Pneumoviridae,ssRNA-,1,0.0016013996,0.44233716,-0.44073576,Low spillover / Low severity
Orthopneumovirus muris,Pneumoviridae,ssRNA-,1,0.0016013996,0.44233716,-0.44073576,Low spillover / Low severity
Orthopoxvirus camelpox,Poxviridae,dsDNA,2,0.0029756394,0.1590972,-0.15612155,Low spillover / Low severity
Orthopoxvirus cowpox,Poxviridae,dsDNA,2,0.005376685,0.21607374,-0.21069705,Low spillover / Low severity
Orthopoxvirus ectromelia,Poxviridae,dsDNA,2,0.005376685,0.40241367,-0.39703697,Low spillover / Low severity
Orthopoxvirus monkeypox,Poxviridae,dsDNA,3,0.005376685,0.28507185,-0.27969515,Low spillover / Low severity
Orthopoxvirus raccoonpox,Poxviridae,dsDNA,2,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Orthopoxvirus skunkpox,Poxviridae,dsDNA,2,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Orthopoxvirus taterapox,Poxviridae,dsDNA,2,0.0016013996,0.27183682,-0.27023542,Low spillover / Low severity
Orthopoxvirus vaccinia,Poxviridae,dsDNA,2,0.005376685,0.21009022,-0.20471354,Low spillover / Low severity
Orthopoxvirus vaccinia NYVAC,Poxviridae,dsDNA,1,0.005376685,0.21009022,-0.20471354,Low spillover / Low severity
Orthopoxvirus vaccinia Recombinant modified vaccinia virus Ankara (MVA) encoding rabies glycoprotein and chronic wasting disease agent epitope,Poxviridae,dsDNA,2,0.005376685,0.21847874,-0.21310206,Low spillover / Low severity
Orthopoxvirus vaccinia strain VET3-TGI,Poxviridae,dsDNA,2,0.005376685,0.21009022,-0.20471354,Low spillover / Low severity
Orthopoxvirus volepox,Poxviridae,dsDNA,2,0.0029756394,0.35574102,-0.35276538,Low spillover / Low severity
Orthoreovirus avis,Spinareoviridae,dsRNA,1,0.0016013996,0.4929852,-0.4913838,Low spillover / Low severity
Orthoreovirus mammalis type 1 Lang,Spinareoviridae,dsRNA,2,0.0016013996,0.24539927,-0.24379787,Low spillover / Low severity
Orthoreovirus mammalis type 2 Jones,Spinareoviridae,dsRNA,2,0.0016013996,0.24539927,-0.24379787,Low spillover / Low severity
Orthoreovirus mammalis type 3 Dearing,Spinareoviridae,dsRNA,2,0.0016013996,0.24539927,-0.24379787,Low spillover / Low severity
Orthoreovirus mammalis type 4 Ndelle,Spinareoviridae,dsRNA,2,0.0016013996,0.24539927,-0.24379787,Low spillover / Low severity
Orthoreovirus nelsonense,Spinareoviridae,dsRNA,2,0.0016013996,0.24539927,-0.24379787,Low spillover / Low severity
Orthorubulavirus hominis,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Orthorubulavirus laryngotracheitidis,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Orthorubulavirus mapueraense,Paramyxoviridae,ssRNA-,3,0.0016013996,0.5082766,-0.5066752,Low spillover / High severity
Orthorubulavirus parotitidis,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Oryzopoxvirus cotia,Poxviridae,dsDNA,2,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Ostreavirus ostreidmalaco1,Malacoherpesviridae,dsDNA,1,0.0016013996,0.16400951,-0.16240811,Low spillover / Low severity
Ourem virus,unknown,unknown,3,0.0016013996,0.53746307,-0.5358617,Low spillover / High severity
Pacuvirus chilibreense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Paraavulavirus hongkongense,Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Paraavulavirus wisconsinense,Paramyxoviridae,ssRNA-,1,0.0016013996,0.5082766,-0.5066752,Low spillover / High severity
Parahenipavirus langyaense,Paramyxoviridae,ssRNA-,3,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Parahenipavirus mojiangense,Paramyxoviridae,ssRNA-,4,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Parapoxvirus bovinestomatitis,Poxviridae,dsDNA,2,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Parapoxvirus orf,Poxviridae,dsDNA,2,0.005376685,0.25572205,-0.25034535,Low spillover / Low severity
Parapoxvirus pseudocowpox,Poxviridae,dsDNA,2,0.0029756394,0.1590972,-0.15612155,Low spillover / Low severity
Parechovirus ahumpari,Picornaviridae,ssRNA+,2,0.0016013996,0.45448717,-0.45288578,Low spillover / Low severity
Parechovirus cebokele,Picornaviridae,ssRNA+,2,0.0016013996,0.45448717,-0.45288578,Low spillover / Low severity
Paroo River virus,unknown,unknown,3,0.005376685,0.7283998,-0.7230231,Low spillover / High severity
Paslahepevirus balayani,Hepeviridae,ssRNA+,2,0.0016013996,0.8236326,-0.8220312,Low spillover / High severity
Pestivirus ovis,Pestiviridae,ssRNA+,1,0.0016013996,0.75010335,-0.74850196,Low spillover / High severity
Pestivirus suis,Hepaciviridae,ssRNA+,1,0.0016013996,0.8259759,-0.8243745,Low spillover / High severity
Phlebovirus bujaruense,Phenuiviridae,other,2,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Phlebovirus florisense,Phenuiviridae,other,2,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Phlebovirus gabekense,Phenuiviridae,other,3,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Phlebovirus limboense,Phenuiviridae,other,2,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Phlebovirus napoliense,Phenuiviridae,other,2,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Phlebovirus riftense,Phenuiviridae,other,3,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Phlebovirus riftense strain MP-12,Phenuiviridae,other,2,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Phlebovirus riograndense,Phenuiviridae,other,2,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Phlebovirus salangaense,Phenuiviridae,other,3,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Ponteves virus,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Porcine enteric calicivirus,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Protoparvovirus carnivoran1,Parvoviridae,ssDNA,1,0.0016013996,0.053172525,-0.051571127,Low spillover / Low severity
Protoparvovirus rodent1,Parvoviridae,ssDNA,1,0.0016013996,0.053172525,-0.051571127,Low spillover / Low severity
Protoparvovirus ungulate1,Parvoviridae,ssDNA,1,0.0016013996,0.053172525,-0.051571127,Low spillover / Low severity
Quang Binh virus,unknown,unknown,1,0.0016013996,0.22234039,-0.22073899,Low spillover / Low severity
Quaranjavirus araguariense,Orthomyxoviridae,ssRNA-,3,0.0016013996,0.7187638,-0.71716243,Low spillover / High severity
Quaranjavirus johnstonense,Orthomyxoviridae,ssRNA-,2,0.0016013996,0.538677,-0.5370756,Low spillover / High severity
Quwivirus caviidbeta2,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Ranavirus perca1,Iridoviridae,dsDNA,1,0.005376685,0.15075298,-0.1453763,Low spillover / Low severity
Ranavirus rana1,Iridoviridae,dsDNA,1,0.005376685,0.15075298,-0.1453763,Low spillover / Low severity
Rat leukemia virus,unknown,unknown,2,0.005376685,0.49191403,-0.48653734,Low spillover / Low severity
Respirovirus bovis,Paramyxoviridae,ssRNA-,1,0.0016013996,0.5082766,-0.5066752,Low spillover / High severity
Respirovirus laryngotracheitidis,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Respirovirus muris,Paramyxoviridae,ssRNA-,2,0.005376685,0.71403205,-0.70865536,Low spillover / High severity
Respirovirus pneumoniae,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Rhadinovirus atelinegamma2,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Rhadinovirus atelinegamma3,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Rhadinovirus humangamma8,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Rhadinovirus muridgamma4,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Rhadinovirus saimiriinegamma2,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Rio Segundo virus - unclassified orthohantavirus,unknown,unknown,3,0.0029756394,0.55383193,-0.5508563,Low spillover / High severity
Roseolovirus humanbeta6a,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Roseolovirus humanbeta6b,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Roseolovirus humanbeta7,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Roseolovirus suidbeta2,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Rotavirus alphagastroenteritidis,Sedoreoviridae,dsRNA,2,0.005376685,0.35473818,-0.34936148,Low spillover / Low severity
Rous-associated virus,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Rubivirus rubellae,Matonaviridae,ssRNA+,2,0.0016013996,0.7614661,-0.7598647,Low spillover / High severity
Salmovirus salmonidallo2,Alloherpesviridae,dsDNA,1,0.0016013996,0.11780387,-0.11620247,Low spillover / Low severity
Sapovirus sapporoense,Caliciviridae,ssRNA+,2,0.0016013996,0.30087975,-0.29927835,Low spillover / Low severity
Sawgrhavirus minto,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Schmallenberg virus,unknown,unknown,1,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Seadornavirus bannaense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Senecavirus valles,Picornaviridae,ssRNA+,1,0.0016013996,0.7371444,-0.735543,Low spillover / High severity
Serang virus,unknown,unknown,3,0.005376685,0.7283998,-0.7230231,Low spillover / High severity
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),unknown,unknown,3,0.005376685,0.71287334,-0.70749664,Low spillover / High severity
Severe acute respiratory syndrome coronavirus 2 virus replicon particles trans-complemented with spike protein (?S-VRP(S)),unknown,unknown,3,0.005376685,0.71287334,-0.70749664,Low spillover / High severity
Severe acute respiratory syndrome-related coronavirus (SARS-CoV),unknown,unknown,3,0.005376685,0.71287334,-0.70749664,Low spillover / High severity
Siadenovirus gallopavotertii,Adenoviridae,dsDNA,1,0.0016013996,0.09415098,-0.092549585,Low spillover / Low severity
Simian-Human immunodeficiency virus,unknown,unknown,3,0.005376685,0.7346445,-0.7292678,Low spillover / High severity
Simiispumavirus pantroschfo,Retroviridae,other,2,0.0016013996,0.23695526,-0.23535386,Low spillover / Low severity
Simplexvirus atelinealpha1,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Simplexvirus bovinealpha2,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Simplexvirus humanalpha1,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Simplexvirus humanalpha2,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Simplexvirus macacinealpha1,Orthoherpesviridae,dsDNA,4,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Simplexvirus saimiriinealpha1,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Snakehead retrovirus,unknown,unknown,1,0.0016013996,0.43583807,-0.43423668,Low spillover / Low severity
Sparrowpox virus,unknown,unknown,1,0.005376685,0.59032935,-0.58495265,Low spillover / High severity
Sprivivirus cyprinus,Rhabdoviridae,ssRNA-,1,0.0016013996,0.6119292,-0.6103278,Low spillover / High severity
Sripuvirus almpiwar,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Sripuvirus chaco,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Sripuvirus madureira,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Starlingpox virus,unknown,unknown,1,0.0029756394,0.462385,-0.45940936,Low spillover / Low severity
Suipoxvirus swinepox,Poxviridae,dsDNA,1,0.0016013996,0.27183682,-0.27023542,Low spillover / Low severity
Sunday Canyon virus,unknown,unknown,2,0.0029756394,0.55383193,-0.5508563,Low spillover / High severity
Sunrhavirus kolongo,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Sunrhavirus sandjimba,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Swine vesicular disease virus,unknown,unknown,2,0.005376685,0.7141478,-0.7087711,Low spillover / High severity
Teschovirus asilesi,Picornaviridae,ssRNA+,1,0.0016013996,0.7371444,-0.735543,Low spillover / High severity
Thogotovirus dhoriense,Orthomyxoviridae,ssRNA-,3,0.005376685,0.84679073,-0.84141403,Low spillover / High severity
Thogotovirus ozense,Orthomyxoviridae,ssRNA-,3,0.005376685,0.84679073,-0.84141403,Low spillover / High severity
Thogotovirus upoluense,Orthomyxoviridae,ssRNA-,2,0.005376685,0.84679073,-0.84141403,Low spillover / High severity
Thottimvirus imjinense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Thottimvirus thottapalayamense,Hantaviridae,ssRNA-,2,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Tibrovirus coastal,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Tibrovirus congo,Rhabdoviridae,ssRNA-,4,0.0060108164,0.74284023,-0.7368294,Low spillover / High severity
Tibrovirus tibrogargan,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Tilapinevirus tilapiae,Amnoonviridae,ssRNA-,1,0.0016013996,0.8284394,-0.826838,Low spillover / High severity
Tilligerry virus,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Tindholmur virus,unknown,unknown,2,0.005376685,0.50761956,-0.50224286,Low spillover / High severity
Tobamovirus fructirugosum,Virgaviridae,ssRNA+,1,0.0016013996,0.6486617,-0.6470603,Low spillover / High severity
Tribec virus,unknown,unknown,2,0.005376685,0.4577304,-0.45235372,Low spillover / Low severity
Tupavirus klamath,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Uukuvirus tyulenyense,Phenuiviridae,other,2,0.0016013996,0.68514764,-0.68354625,Low spillover / High severity
Varicellovirus bovinealpha1,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Varicellovirus equidalpha1,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Varicellovirus equidalpha3,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Varicellovirus equidalpha4,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Varicellovirus humanalpha3,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Varicellovirus suidalpha1,Orthoherpesviridae,dsDNA,2,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Vesicular stomatitis virus,unknown,unknown,3,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Vesiculovirus alagoas,Rhabdoviridae,ssRNA-,2,0.005376685,0.64960074,-0.64422405,Low spillover / High severity
Vesiculovirus bogdanovac,Rhabdoviridae,ssRNA-,3,0.0029756394,0.6456019,-0.6426263,Low spillover / High severity
Vesiculovirus chandipura,Rhabdoviridae,ssRNA-,3,0.0029756394,0.8192172,-0.81624156,Low spillover / High severity
Vesiculovirus cocal,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7943939,-0.7927925,Low spillover / High severity
Vesiculovirus indiana,Rhabdoviridae,ssRNA-,2,0.005376685,0.54265195,-0.53727525,Low spillover / High severity
Vesiculovirus indiana VSV-?M51-GFP,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus indiana VSV-GP,Rhabdoviridae,ssRNA-,2,0.005376685,0.54265195,-0.53727525,Low spillover / High severity
Vesiculovirus indiana VSV?G SARS 2 SPIKE,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus indiana VSV?G-LASV-GPC,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus indiana VSV?G-SARS-CoV-2.Delta,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus indiana VSV?G-SARS-CoV-2.V590,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus indiana rVSV?G SARS-CoV-2 pseudovirus,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus indiana rVSV?G-ZEBOV-GP (V920),Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus indiana rVSV?G/EBOV-GP-NLucP,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus indiana rVSVind-GML,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus isfahan,Rhabdoviridae,ssRNA-,2,0.005376685,0.64960074,-0.64422405,Low spillover / High severity
Vesiculovirus jurona,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7125528,-0.7109514,Low spillover / High severity
Vesiculovirus maraba,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7943939,-0.7927925,Low spillover / High severity
Vesiculovirus maraba 0MG1 strain,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7943939,-0.7927925,Low spillover / High severity
Vesiculovirus newjersey,Rhabdoviridae,ssRNA-,2,0.005376685,0.75048274,-0.74510604,Low spillover / High severity
Vesiculovirus newjersey rVSVnj-GMM,Rhabdoviridae,ssRNA-,2,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Vesiculovirus perinet,Rhabdoviridae,ssRNA-,3,0.0016013996,0.6119292,-0.6103278,Low spillover / High severity
Vesiculovirus piry,Rhabdoviridae,ssRNA-,3,0.0016013996,0.7943939,-0.7927925,Low spillover / High severity
Vesiculovirus radi,Rhabdoviridae,ssRNA-,3,0.0016013996,0.6119292,-0.6103278,Low spillover / High severity
Vesivirus exanthema,Caliciviridae,ssRNA+,1,0.0016013996,0.30087975,-0.29927835,Low spillover / Low severity
Vesivirus felis,Caliciviridae,ssRNA+,1,0.0016013996,0.30087975,-0.29927835,Low spillover / Low severity
Vespertilionpoxvirus eptesipox,Poxviridae,dsDNA,2,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Wanowrie virus,unknown,unknown,2,0.0016013996,0.53746307,-0.5358617,Low spillover / High severity
Wesselsbrons virus,unknown,unknown,3,0.005376685,0.56022036,-0.55484366,Low spillover / High severity
White spot syndrome virus,unknown,unknown,1,0.005376685,0.3730332,-0.3676565,Low spillover / Low severity
Xenotropic Murine Leukemia Virus-related virus,unknown,unknown,2,0.005376685,0.49191403,-0.48653734,Low spillover / Low severity
Yacaaba virus,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Yatapoxvirus tanapox,Poxviridae,dsDNA,2,0.0029756394,0.1590972,-0.15612155,Low spillover / Low severity
Yatapoxvirus yabapox,Poxviridae,dsDNA,2,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Zegla orthobunyavirus,unknown,unknown,2,0.0016013996,0.53746307,-0.5358617,Low spillover / High severity
(Ortho) reoviruses,Spinareoviridae,dsRNA,2,0.0016013996,0.4929852,-0.4913838,Low spillover / Low severity
Adeno-associated viruses AAV,unknown,unknown,2,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Aino virus,unknown,unknown,3,0.0016013996,0.43583807,-0.43423668,Low spillover / Low severity
Alphaviruses,Togaviridae,ssRNA+,3,0.0016013996,0.7374263,-0.7358249,Low spillover / High severity
Aphthovirus,Picornaviridae,ssRNA+,2,0.0029756394,0.5948497,-0.59187406,Low spillover / High severity
Aura virus,Togaviridae,ssRNA+,2,0.0016013996,0.6629425,-0.66134113,Low spillover / High severity
Bebaru virus,Togaviridae,ssRNA+,2,0.0016013996,0.6813303,-0.6797289,Low spillover / High severity
Borna disease virus,unknown,unknown,2,0.005376685,0.5008956,-0.49551892,Low spillover / High severity
Bovine coronavirus,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Bovine diarrhoea virus,unknown,unknown,2,0.005376685,0.45848188,-0.45310518,Low spillover / Low severity
Bovine enteric calicivirus,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Bovine enteroviruses types 1-7,unknown,unknown,2,0.005376685,0.6326398,-0.6272631,Low spillover / High severity
Cabassou virus,Togaviridae,ssRNA+,3,0.0029756394,0.6689128,-0.6659372,Low spillover / High severity
Calicivirus,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Canid herpesvirus 1,unknown,unknown,2,0.0016013996,0.4610962,-0.4594948,Low spillover / Low severity
Canine coronavirus,unknown,unknown,2,0.0029756394,0.57169485,-0.5687192,Low spillover / High severity
Cardiovirus,Picornaviridae,ssRNA+,2,0.0029756394,0.62714666,-0.624171,Low spillover / High severity
Chikungunya virus,Togaviridae,ssRNA+,3,0.005376685,0.7861652,-0.7807885,Low spillover / High severity
Coronavirus,unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Cowpox virus,Poxviridae,dsDNA,2,0.005376685,0.21607374,-0.21069705,Low spillover / Low severity
Dengue virus,unknown,unknown,3,0.005376685,0.3730332,-0.3676565,Low spillover / Low severity
"Dengue virus types 1-4 Synthetic RNA (ATCC VR-3228SD, VR-3229SD, VR-3230SD, VR-3231SD)",unknown,unknown,1,0.005376685,0.3730332,-0.3676565,Low spillover / Low severity
Duvenhage virus,Rhabdoviridae,ssRNA-,3,0.9914488,0.8192172,0.17223161,High spillover / High severity
Ebola virus,unknown,unknown,4,0.0016013996,0.53746307,-0.5358617,Low spillover / High severity
Ectromelia virus,Poxviridae,dsDNA,3,0.005376685,0.40241367,-0.39703697,Low spillover / Low severity
Enterovirus,Picornaviridae,ssRNA+,2,0.005376685,0.66059226,-0.65521556,Low spillover / High severity
Felid herpesvirus 1,unknown,unknown,2,0.0016013996,0.4610962,-0.4594948,Low spillover / Low severity
Fowlpox virus,Poxviridae,dsDNA,2,0.005376685,0.21607374,-0.21069705,Low spillover / Low severity
Getah virus,Togaviridae,ssRNA+,3,0.005376685,0.6754201,-0.6700434,Low spillover / High severity
Hamster H-1 virus,unknown,unknown,2,0.0060108164,0.55825526,-0.5522444,Low spillover / High severity
Hanta virus,unknown,unknown,3,0.005376685,0.6386546,-0.6332779,Low spillover / High severity
Hepatitis A virus,Picornaviridae,ssRNA+,2,0.0016013996,0.45448717,-0.45288578,Low spillover / Low severity
Hepatitis B virus,unknown,unknown,3,0.005376685,0.7283998,-0.7230231,Low spillover / High severity
Hepatitis C virus,Hepaciviridae,ssRNA+,3,0.0060108164,0.71013045,-0.7041196,Low spillover / High severity
Hepatitis D virus,unknown,unknown,3,0.005376685,0.7283998,-0.7230231,Low spillover / High severity
Hepatitis E virus,unknown,unknown,3,0.0060108164,0.40667698,-0.40066615,Low spillover / Low severity
Hepatitis G virus,unknown,unknown,3,0.005376685,0.7283998,-0.7230231,Low spillover / High severity
Human Immunodeficiency virus (HIV),unknown,unknown,3,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Influenza A virus subtype H5N1,unknown,unknown,3,0.005376685,0.38788795,-0.38251126,Low spillover / Low severity
Influenza A virus subtype H7N9,unknown,unknown,3,0.005376685,0.38788795,-0.38251126,Low spillover / Low severity
Influenza virus,unknown,unknown,2,0.005376685,0.38788795,-0.38251126,Low spillover / Low severity
Kairi virus,unknown,unknown,3,0.0029756394,0.2704094,-0.26743376,Low spillover / Low severity
Kumlinge virus,unknown,unknown,4,0.005376685,0.5670951,-0.5617184,Low spillover / High severity
Kyasanur forest disease virus,unknown,unknown,4,0.9978276,0.7283998,0.26942778,High spillover / High severity
Mayaro virus,Togaviridae,ssRNA+,3,0.005376685,0.71433777,-0.70896107,Low spillover / High severity
Mokola virus,Rhabdoviridae,ssRNA-,3,0.9978276,0.8223962,0.17543137,High spillover / High severity
Monkey enteroviruses (SEV),unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Monkeypox virus,Poxviridae,dsDNA,3,0.9978276,0.28507185,0.71275574,High spillover / Low severity
Morbillivirus,Paramyxoviridae,ssRNA-,4,0.005376685,0.805954,-0.8005773,Low spillover / High severity
"Mouse rotavirus (EDIM, epizootic diarhoea of infant mice)",Sedoreoviridae,dsRNA,2,0.005376685,0.35473818,-0.34936148,Low spillover / Low severity
Mucambo virus,Togaviridae,ssRNA+,3,0.0016013996,0.6813303,-0.6797289,Low spillover / High severity
Murine leukemia virus,unknown,unknown,3,0.005376685,0.49191403,-0.48653734,Low spillover / Low severity
"Murine poliovirus (Theiler's encephalomyelitis virus, TO, FA, GD7)",Picornaviridae,ssRNA+,2,0.0016013996,0.45448717,-0.45288578,Low spillover / Low severity
Myxoma virus,Poxviridae,dsDNA,3,0.005376685,0.40241367,-0.39703697,Low spillover / Low severity
Ndumu virus,Togaviridae,ssRNA+,3,0.0016013996,0.6629425,-0.66134113,Low spillover / High severity
Newcastle disease virus,unknown,unknown,3,0.0029756394,0.4288475,-0.42587185,Low spillover / Low severity
Norovirus (former Norwalk virus),Caliciviridae,ssRNA+,2,0.0016013996,0.19889921,-0.19729781,Low spillover / Low severity
Orf virus,Poxviridae,dsDNA,2,0.005376685,0.25572205,-0.25034535,Low spillover / Low severity
Paravaccinia virus,unknown,unknown,2,0.005376685,0.56022036,-0.55484366,Low spillover / High severity
Parvovirus,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Piry,Rhabdoviridae,ssRNA-,3,0.0029756394,0.699764,-0.6967884,Low spillover / High severity
